MPI_Ssend,0,262144,100,12469314.909473,12469314.927392,0.017919
MPI_Ssend,1,262144,100,11831061.080040,11831061.097959,0.017919
MPI_Ssend,0,524288,100,12469314.927467,12469314.961767,0.034300
MPI_Ssend,1,524288,100,11831061.098034,11831061.132334,0.034300
MPI_Ssend,0,1048576,100,12469314.961837,12469315.030872,0.069035
MPI_Ssend,1,1048576,100,11831061.132404,11831061.201438,0.069034
MPI_Ssend,0,2097152,100,12469315.030953,12469315.167074,0.136120
MPI_Ssend,1,2097152,100,11831061.201520,11831061.337640,0.136120
MPI_Ssend,0,4194304,100,12469315.167163,12469315.460311,0.293148
MPI_Ssend,1,4194304,100,11831061.337730,11831061.630878,0.293149
MPI_Send_init,0,1,100,12469315.880193,12469315.880237,0.000044
MPI_Send_init,0,2,100,12469315.995491,12469315.995530,0.000038
MPI_Send_init,1,1,100,11831062.050765,11831062.165931,0.115166
MPI_Send_init,1,2,100,11831062.166056,11831062.166131,0.000075
MPI_Send_init,0,4,100,12469315.995659,12469315.995728,0.000069
MPI_Send_init,1,4,100,11831062.166226,11831062.166297,0.000071
MPI_Send_init,0,8,100,12469315.995796,12469315.995869,0.000073
MPI_Send_init,1,8,100,11831062.166364,11831062.166438,0.000074
MPI_Send_init,0,16,100,12469315.995938,12469315.995965,0.000027
MPI_Send_init,1,16,100,11831062.166505,11831062.166534,0.000029
MPI_Send_init,0,32,100,12469315.996051,12469315.996463,0.000412
MPI_Send_init,1,32,100,11831062.166619,11831062.167036,0.000417
MPI_Send_init,0,64,100,12469315.996536,12469315.996628,0.000092
MPI_Send_init,1,64,100,11831062.167103,11831062.167201,0.000098
MPI_Send_init,0,128,100,12469315.996701,12469315.996796,0.000095
MPI_Send_init,1,128,100,11831062.167268,11831062.167369,0.000101
MPI_Send_init,0,256,100,12469315.996870,12469315.996970,0.000100
MPI_Send_init,1,256,100,11831062.167437,11831062.167545,0.000108
MPI_Send_init,0,512,100,12469315.997046,12469315.997577,0.000531
MPI_Send_init,1,512,100,11831062.167614,11831062.168157,0.000543
MPI_Send_init,0,1024,100,12469315.997657,12469315.997787,0.000130
MPI_Send_init,1,1024,100,11831062.168225,11831062.168543,0.000317
MPI_Send_init,0,2048,100,12469315.998044,12469315.998219,0.000176
MPI_Send_init,1,2048,100,11831062.168610,11831062.169009,0.000399
MPI_Send_init,0,4096,100,12469315.998510,12469315.999586,0.001076
MPI_Send_init,1,4096,100,11831062.169077,11831062.170153,0.001076
MPI_Send_init,0,8192,100,12469315.999654,12469316.000835,0.001180
MPI_Send_init,1,8192,100,11831062.170222,11831062.171402,0.001179
MPI_Send_init,0,16384,100,12469316.000903,12469316.002594,0.001691
MPI_Send_init,1,16384,100,11831062.171471,11831062.173161,0.001690
MPI_Send_init,0,32768,100,12469316.002661,12469316.005442,0.002781
MPI_Send_init,1,32768,100,11831062.173229,11831062.176009,0.002780
MPI_Send_init,0,65536,100,12469316.005508,12469316.010351,0.004842
MPI_Send_init,1,65536,100,11831062.176076,11831062.180918,0.004841
MPI_Send_init,0,131072,100,12469316.010419,12469316.019514,0.009096
MPI_Send_init,1,131072,100,11831062.180986,11831062.190081,0.009095
MPI_Send_init,0,262144,100,12469316.019584,12469316.037095,0.017512
MPI_Send_init,1,262144,100,11831062.190151,11831062.207662,0.017511
MPI_Send_init,0,524288,100,12469316.037164,12469316.071507,0.034344
MPI_Send_init,1,524288,100,11831062.207731,11831062.242074,0.034343
MPI_Send_init,0,1048576,100,12469316.071578,12469316.140670,0.069092
MPI_Send_init,1,1048576,100,11831062.242146,11831062.311237,0.069091
MPI_Send_init,0,2097152,100,12469316.140759,12469316.276872,0.136113
MPI_Send_init,1,2097152,100,11831062.311327,11831062.447438,0.136111
MPI_Send_init,0,4194304,100,12469316.276950,12469316.570154,0.293205
